0.1952992, 51.2854414,JET Sevenoaks
-1.598594, 53.7071038,JET Shawcross - HGV
0.7666678, 51.4361203,JET Sheerness
-1.4459978, 53.3577614,JET Sheffield
-1.4405863, 53.4072571,JET Sheffield - 24x7
-1.9569441, 52.6119994,JET Shelfield
-1.6397484, 54.6223802,JET Shildon - HGV 24x7
-2.2477999, 50.8982933,JET Shillingstone - HGV
-1.2125135, 53.2047568,JET Shirebrook
-1.4249818, 50.9128968,JET Shirley
-0.2738828, 50.8320672,JET Shoreham-by-Sea
-3.2399407, 50.6938039,JET Sidmouth
-1.2524688, 53.1406008,JET Skegby
0.3341953, 53.1439935,JET Skegness - HGV
-1.9593055, 52.4830915,JET Smethwick
-1.9508408, 52.4938462,JET Smethwick
0.4448416, 51.3360281,JET Snodland
-1.8108272, 52.4418282,JET Solihull - LPG 24x7
-1.2838169, 53.5893947,JET South Elmsall
-0.6162768, 53.1794146,JET South Hykeham - HGV LPG
-0.250941, 53.6292785,JET South Killingholme - HGV LPG 24x7
-1.4164799, 54.9773529,JET South Shields
-1.389267, 50.909752,JET Southampton - 24x7
-1.0896373, 50.7911055,JET Southsea
-2.6165208, 51.4445775,JET Southville - HGV
-0.0577418, 51.4801403,JET Southwark SE15 - LPG 24x7
-4.23346, 55.88754,JET Springburn
-4.778658, 50.334173,JET St. Austell - HGV
-4.7796927, 50.5453687,JET St. Kew Highway - HGV
-3.0076098, 52.9236438,JET St. Martins - HGV
-1.4968919, 53.5912671,JET Staincross - HGV
0.4274866, 51.5167913,JET Stanford-le-Hope - 24x7
-1.6920935, 54.872283,JET Stanley - HGV LPG
-1.6603695, 53.8073887,JET Stanningley - HGV 24x7
-1.6680054, 55.119464,JET Stannington
-1.6719713, 55.1258252,JET Stannington Station Northumberland
0.1974282, 51.9071912,JET Stansted
-1.324428, 51.92255,JET Steeple Aston
0.4462557, 52.0444085,JET Steeple Bumpstead
1.0516551, 51.1577482,JET Stelling Minnis - HGV
-4.7510791, 55.6420707,JET Stevenston - HGV 24x7
-0.7891287, 51.771554,JET Stoke Mandeville
-2.1690757, 53.0384334,JET Stoke-on-Trent
-0.8497845, 52.05533,JET Stony Stratford
-1.5172307, 53.7719026,JET Stourton - 24x7
-1.4134712, 53.1498104,JET Stretton - HGV 24x7
0.4978858, 51.393897,JET Strood - HGV 24x7
-1.8177666, 52.5619288,JET Sutton Coldfield
-0.3337096, 53.778566,JET Sutton-on-Hill
-1.6869925, 54.9541008,JET Swalwell - 24x7
-1.6918087, 54.9569013,JET Swalwell Derwent Haugh Road
-1.3032299, 53.487918,JET Swinton - 24x7
-0.3806649, 52.6642679,JET Tallington - HGV LPG
-3.1150858, 51.0280298,JET Taunton
0.7445498, 52.4041283,JET Thetford
-0.020234, 52.616577,JET Thorney Toll
-1.108699, 53.4318677,JET Tickhill - HGV
-1.4077274, 53.4094939,JET Tinsley - LPG 24x7
-3.4707726, 50.9063791,JET Tiverton
-3.5372855, 50.4732776,JET Torquay
-2.9697247, 55.9465516,JET Tranent - HGV 24x7 LPG
-4.9954941, 50.2777143,JET Tresillian - HGV
-5.2387083, 50.1223433,JET Trevenen
-0.7224682, 52.5893821,JET Uppingham
-0.5407063, 53.1617639,JET Waddington
-1.4917117, 53.650242,JET Wakefield
-1.4931169, 53.6866433,JET Wakefield - LPG 24x7
-1.4978061, 54.9915032,JET Wallsend - HGV 24x7
-1.974901, 52.5816237,JET Walsall - 24x7
-1.9885695, 52.5771551,JET Walsall - HGV
-0.0228308, 51.6857846,JET Waltham Cross - HGV 24x7
-0.0395933, 51.591727,JET Walthamstow E17 - 24x7
-0.0367752, 51.5830524,JET Walthamstow E17 - 24x7
-0.4264153, 52.5069724,JET Warmington - HGV 24x7
-1.3598649, 53.5082836,JET Wath-upon-Dearne - HGV
-0.7347096, 51.7446078,JET Wendover
-0.2763775, 52.6114664,JET Werrington - HGV LPG
-1.7278099, 54.6255182,JET West Auckland - HGV
-0.2803448, 51.3610599,JET West Ewell - 24x7
-0.0252738, 52.7903432,JET Whaplode - HGV LPG
-1.4154143, 54.7389604,JET Wheatley Hill - HGV 24x7
-1.3286017, 53.4039842,JET Whiston
-1.3630411, 52.7449768,JET Whitwick
0.5271425, 51.5904424,JET Wickford - HGV 24x7
-1.0503986, 50.8578806,JET Widley
-1.087886, 53.991782,JET Wigginton
-1.0944287, 52.590507,JET Wigston - HGV
-3.479973, 55.961181,JET Winchburgh
1.1992001, 51.2685463,JET Wingham
-1.93966, 52.4861966,JET Winson Green
-3.9120371, 55.777149,JET Wishaw - 24x7
0.1513697, 52.3901317,JET Witcham Toll
-0.5398049, 51.3226424,JET Woking
0.0399672, 51.5990282,JET Woodford Green - HGV
-1.3560654, 53.3660098,JET Woodhouse - HGV 24x7
-1.9995595, 55.5319283,JET Wooler - HGV
-1.1264796, 53.3120087,JET Worksop - HGV 24x7
-0.3930551, 50.840133,JET Worthing
-1.063894, 53.954277,JET York - 24x7
